text,emotion
"when i accused unjustly a person of robbery, who proved me the contrary, almost caused a public fight",shame
when my father was saved from a severe work accident,joy
when i was told that i could take a week off and go for a trip with my friends,joy
when i red a report in the magazine vesa about an iranian telling what she had lived in the prisons in iran i felt disgust about that people,disgust
"i had a very horrible dream one night, i dreamt that i had fallen off a very crowded train",fear
"i feel disgusted when people do not understand me in the right way, ie they misunderstand me",disgust
my father died i was away at the time and did not know until two days after,sadness
when i saw my 18 year old son grab an oxygen mask as he had breathing difficulties  i had a bad conscience because i had not stopped smoking  medication for the dilation of his breathing tubes also caused a sense of guilt in me,shame
i was on a walk with my child when i met a drunk woman,disgust
when i don't justify the confidence of people that i respect,guilt
"when i was offered a high position of trust, which i later accepted",joy
i wanted my boyfriend to stay when he didn't he stayed but when he left i felt ashamed because i should have let him leave when he wanted i was too selfish,shame
when i found out that my sister had been playing with my confidential things which she had taken from my hand-bag,anger
landlord putting up rents sneakly and slimily,anger
a friend of mine gave birth to a child very dangerous delivery i was afraid for her and for the baby,fear
people not resprcting my opinion,anger
when i entered in the university after a year of struggles,joy
"as in sadness (a), relating to this slaghter of fur-seals",anger
when the real madrid football team lost against the inter in the uefa cup,anger
"when i was treated unfairly, regardless of my motives or deeds",anger
i am disgusted with a nieghbour who is looking for all sorts of quarrel with my parents and me he feels we are hampering his living close to us this has been going on for quite a long time,disgust
"when as an 8 year old, i wet myself in school",shame
one day i shouted at my brother who didn't do any wrong to me only that i had a disappointment from a friend and projected it on to him he cried and i felt guilty after sometime,guilt
on december the 28th i was filled with joy when i was told by my bosses that i had been selected to attend a course at the lilongwe school for health scienced in lilongwe,joy
"when i was ringing up a guy who was my teen idol, and was in auckland i was really scared, i didn't know what to say or do",fear
"once i was stopped by the police in spain, when i had some ""grass"" in my tobacco",fear
it was august 30th when i heard on the radio that i passed my mce exams and i was really happy and joyous because of the event,joy
"one day, when i was twelve years old, my brother took some slimy substance swimming on the surface of a pot of vinegar made of cider and threatened to throw it at me",disgust
a night spent with a group of friends,joy
saying goodbye at the airport to my boyfriend who has to go to school back east we are very close and have been together 4 years,sadness
"i feel shame when sometimes, (unconsciously) i behave unethically and without understanding the problems of the man i love",shame
my roommate boasting about her english lectures,disgust
"one evening, while going to meet a friend of mine, i had to cross a meadow by a dark road  there were bushes on the other side of the road  the weather was damp and a bit foggy  i heard steps behind me and kept speeding up my steps all the time",fear
when burglars with guns forced themselves into my house and ordered me to give them money or face death,fear
"during an informal talk with a friend when we talk about the life of another person, a common friend, that is in a situation of not being able to assume certain problems that he decided to solve, that is, she herself suggested the problems and decid",sadness
"when i was stopped by plain clothes policemen because the car i was driving had overturned on the avenue  i had been driving too fast, and i was afraid when i was stopped, questionned and then toild to go  the situation ended happily since there w",fear
being misunderstood by friends,sadness
"in traffic i often get relatively angry with other drivers several transgressions make me mad, especially not yielding to priority traffic (eg coming from the right)",anger
when india won the prudential cup by beating west-indies in the final match and became the world cricket champion  west-indies was the strongest of the eight countries which participated in the competition,joy
"when my grandfather died i was extremely sad  however my family members did not have any special feelings, they said that he was already 80 years old",sadness
when i had been angry at my friend without any reason,shame
falling in love with a close friend,guilt
i was ashamed at myself for having shouted at my daughter because of my marital break-up and the unfair way i was treated,shame
i was disgusted when my little sister had been hit badly by her friends,disgust
"i wandered by mistake into the safety zone of a shooting range, and was shot at",fear
gave the wrong meal tickets to other people (my classmate),guilt
i had the unexpected possibility to see a friend i like very much,joy
saw someone licking his dining bowl,disgust
forgetting a close friend's birthday,guilt
lying to my cousin about the form five examination fees,shame
brother continually interupting while i was talking on the telephone,anger
"getting terrible meals, but paying heaps for them",anger
"during a holiday in east-germany i got aquainted with a boy who lived there we started writing, but i only wrote once i felt ashamed because i probably was one of his sparse contacts with western europe",guilt
my father had been drinking and i feared him when we went to bed at night,fear
made a mistake at work,guilt
when i got my drivers licence,joy
somebody was blaming me of a story which was not real and not true,anger
"while playing a ball game, i was just about to make a goal when i was thrown off my feet, and i failed to score the goal",anger
when the cast general election resulted in norway getting a conservative government,shame
late for a lecture and therefore missed it,guilt
"the day before the university results came out i was both excited and scared  if i failed i did not know what i would do as i did not want to work, my family was ambivalent",fear
i felt ashamed when my lecturer said in class that i happened to be the dullest of all,shame
after a short stay in marocco we missed the ferry-boat back to spain and we had to look for an accomodation by chance we met a man who offered to take us to a camping site while i was sitting in his car i was terribly afraid because i had heard of,fear
found money on the road and returned it to the owner through police,joy
"when, as a child, i was nearly knocked down by a car",fear
i stole carrots and got caught  i had to apologize to the owner,guilt
after an event in which i felt that i had acted unfairly,shame
my friend not allowed to go to the english lectures,sadness
i felt joy when i heard my name being called on the radio as one of the students who had passed the interview of nursing and was selected to start nursing,joy
"during an argument with my brother, i behaved rather intransigently, even cruelly, wishing to morally hurt the ""person"" opposed to me",guilt
when i learned that two of my friends had had a serious car accident,sadness
when i misled a person: i said that i would do her a favour and didn't,guilt
receiving a much wanted letter from a very good friend who lives abroad,joy
"i felt ashamed to be brazilian and to live under a military dictatorship that despoiled the people, when during my military service",shame
i had experienced odd moments one time when a patient came into the ward in which i was working the patient was badly burnt in the right side of her body i was very nervous at the sight,disgust
often a dog which is treated very badly by his owner comes to us,sadness
when i was caught with my girlfriend in the house at night,guilt
"when i was in a situation which seemed hopeless for me, i moved back to my parents for my father it went without saying anything (normally he ofter grumbles at me)",joy
success in university entrance examination,joy
"it appeared that i gave correct answers to all questions during an examination of personality while i thought i performed very badly even now, i don't know how i managed it",joy
"i was watching tv with my parents and some pornographic scenes came on, i felt uncomfortable and tried to distract my parents attention by talking to them",sadness
"the trick was really intolerable  they hid it, and i was worried and restless all day  when i saw them i really wanted to slap each one of them",anger
i was going to go on a vacation to texas this summer but was unable to go because of registration,sadness
"after having at last finished my master's thesis, i felt great joy and relief  i had been haunted by the thesis during the whole of my studies",joy
"when my friend needed my help very much and i, at that moment, made an end to our relationship",guilt
a close friend of the family died,sadness
the fact that i hadn't been informed about something and i had the greatest trust in this person,anger
we lived with 3 persons in the loft of a house it often occurred that other persons again and again climbed the stairs with much noise when i was studying i couldn't concentrate and got angry,anger
"when my room-mate was making noise deliberately, by playing a flute early in the morning while i was trying to study",anger
when i first saw a person begging,anger
i got better marks in the examn than many arrogant people,joy
i was forced to go to a party with someone i didn't love and he was telling people that i was his girlfriend,disgust
getting ill,fear
my girlfriend and i agreed to go to the cinema however i completely forgot our appointment i remembered it two hours too late when i went to visit her,guilt
i had been drinking with a pal and i later (1 o' clock) had a date  with my fiancee  we were going to a spanish lesson and i was afraid that she would smell that i had been drinking,fear
i was not sure whether i should help an old woman going down a flight of stairs i just watched her and saw how difficult it was for her to do it,guilt
i felt disgusted when i was in a restaurant which didn't appear to be clean and orderly (i do not like to be in unclean environments),disgust
at the tender age of eleven a friend and i left a party and proceeded to walk through dark and secluded streets of a bad neighborhood to find a telephone (recent spate of horror movie watching had occurred),fear
"when i discovered my mother had been having an affair with my father's best friend, and then ran away with him without even speaking to me about what she was doing letting me come home from school simply to find her gone i was filled with disgust a",disgust
i feel ashamed when i act dishonestly toward somebody,shame
i felt guilty when once i made my mother angry,guilt
when a student accused me of having stolen his textbook  as he had found a form bearing my name in his other books and all my explanations fell on deaf ears,disgust
"i had promised to lend something to my mother-in-law and i forgot it a couple of times  when she asked me about it the third time, i was ashamed at my absent-mindedness",shame
when i deliberately engineered a situation to cause tension between friends so as to bolster the impression one of them had of me !,guilt
when i failed an exam,disgust
it was my father's birthday party when i was asked to bring a tray of tea and other drinks,shame
i saw in a movie a block on which affluence and poverty existed i saw that the rich made no attempts to help the poor,anger
when i was punished in school for no serious mistake of mine,anger
i felt disgust when i saw a dead animal on the roadway,disgust
"at a weekend's seminar my trousers suddenly burst, therefore i was prevented from participating in several activities",shame
"before an accident, my aunt offered me the front seat of the car, next to the driver i declined, she took that seat and was killed there when the car crashed",guilt
"when bicycling along, a courier van started to tail me very close - i sped up and moved over and he just did the same i reacted violently, much physical responding in the dangerous situation",anger
"in a study group, a person always liked to argue on some unimportant, irrelevant and minor points  he tried to persuade    others in an unfriendly way  he was obstinate and would not accept  other's point of view",disgust
the loss of a close relative who was ill with cancer,sadness
when i tripped while getting on a bus,shame
when i boarded yanu yanu bus i sat near a man who was smoking tobacco,disgust
i felt disgust with a person whose behaviour was out of the elementary human norms,disgust
"i had a class-mate who was rather stupid  i did not like him but i respected him  when he tried to talk to someone, they would not listen to him and i could not bear seeing this",disgust
i was double crossing mercy and maria they one day came to know each other i was found by mercy red-haded when i was with maria,disgust
"i experience this emotion quite often but the day i was most angry was the day i got pulled up for something i had not done  it happened during my school days, i had not spoken a word in class but the monitor had written my name on the board  so i",anger
"i woke up at the house of someone i knew, not remembering very much about what had been said or done during the party on the previous night",shame
"my fear appeared in the form of jealousy i was afraid that my girl-friend had fallen in love with another man, i was afraid to lose her",fear
it was extremely sad to me when i heard that a patient who i was taking care of in hospital had passed away he had some abdominal pains,sadness
our basketball team is undefeated in league play (4-0) currently,joy
i felt very angry after one driver had run over my beloved niece,anger
when people harrass me i feel oppressed by their behavior,anger
when i quarrelled with a very close friend of mine,sadness
"i had made an error in planning a programme and had publicly accepted the mistake, despite repeated requests not to bring the matter for discussion a professor kept constantly passing remarks i reacted angrilyá",anger
i felt it when i felt that i was being observed as an object of pleasure (sexual) when i opened and took off a shirt in a classroom at pvc,shame
i made another person cry for an unjustified cause,guilt
"i felt disgust with a man i had trusted and respected, to whose problems i had always shown deep understanding",disgust
someone stole my ski at vitosha and of course i was the one to be blamed i left them without supervision,anger
not getting an airplane ticket fot my mother,guilt
"at a school dance when my supposed ""best friend"" kept walking away from me whenever i came near her",anger
"i had arranged to meet my friends at a certain place, and i was with other people  my friends did not arrive and the people who were with me began to get tired  my friends were one hour late",guilt
when i lost my father in a car accident,sadness
"when i knew that a person that i liked very much didn't react the way i would like to, even that i knew about his feelings for me",sadness
in a party of friends i got completely drunk,shame
when i inadvertantly entered the ladies room and met some girls on my way out,shame
the headmistress at a secondary school accused me of banging the classroom door when i didn't in front of the whole class,anger
we were in the country and i walked away from the others one night  suddenly something moved sharply in front of me and i was not able to see what it was,fear
a friend (female) and i were on holiday on great barrier island by ourselves one night we were nearly raped by about 20 locals - they came to our bach and tried to break the doors down all of them were stoned or drunk and we hid under the bunks an,fear
"i feel afraid of the way a great friend looks at me, and also a little afraid of the directions that it's going",fear
"when relatives have acted strangely, and unfriendly towards me",shame
i had a very pleasant conversation with one of my friends,joy
"when, as an adult i have been caught lying or behaving badly",shame
not being able to spend more time with a friend who was visiting me,guilt
on the tv i saw a news feature on south africa  a policeman      attacked a group of black people with a whip,anger
"while watching a religious film, i got very excited and made a number of comments which were reproached to me by an elderly person who respected me",shame
a friend's mother died,sadness
"i look up to my karate-teacher when i came to a training lesson after i had not trained for one week, i was totally stiff i was ashamed",shame
some time ago i slapped my son without trying to understand who the real culprit of a damage was after that i felt guilty and bad but it was too late,guilt
once my father slapped my mother for a small quarrel,anger
i had a quarrel with my parents; i was convinced to be right,anger
"i have a boyfriend and i am very fond of him when we had our ""11-months jubilee"", i had forgotten it but he gave me a red rose",joy
a sense of guilt i felt once when i couldn't defend the confidence my teacher had in me and thus discrediting him at a concert,guilt
this morning i spent a lot of time on my toilet and missed the train to the university  my mother told me that i spent more time than a woman on my toilet  i felt a mixed emotion of shame and anger,shame
i met my best friend's husband with a prostitute,disgust
i ride my motorbike in my village and everyone stares at me as if i was a rare specimen,shame
my girlfriend was away visiting another city and i brought another girl home next morning when i started getting sober i felt quite ashamed of myself,shame
when a thief entered the house in which i was sleeping,fear
when i thought that i had failed the examination,fear
in may somebody blamed me that i made him to be caught while peeping during the nursing test which made me feel disgusted,disgust
standing in a crowed shop or in a closed room with too much people in it this gives me a fearful experience,fear
i felt vvery happy when i was accepted at unza for my studies  i had not expected this as i had been ill during the exams,joy
i saw a lot of starving people in a tv news report,sadness
when i went out with a friend of mine to meet her ex-boyfriend who didn't know that she was engaged to be married,shame
i had wasted some time instead of doing something i needed to do to give to a friend (also in the time i wasted i had done some things i did not consider morally right),guilt
not having owned up to the responsibility an incident where family car received minor damage,shame
a teacher giving a test was called by a student by his first name he (the teacher) said that he didn't give him this liberty,disgust
when i could not complete my assignment on time,guilt
when i got a bad result for one of my assignments,shame
"when i stole a book in class and the teacher caught me, the rest of the class laughed at my attempt",shame
i felt guilt to have come back from home without seeing my father when i went home he was at work,guilt
i felt disgusted when somebody told me that my previous boyfriend was her boyfriend,disgust
"i was joyful when i received a present (2 books and a pencil) from the headmaster in standard 6 because i had passed, i became no 1 and he said i was one of the pupils who had good behaviour",joy
i worked in a harbour and emptied latrine containers from the back of the lorries,disgust
i should have given a test lesson to get a job i had no courage i didn't make the test,fear
"at the pre-university, i was appreciated as an examplary student by our pricipal  this is something which made me feel very happy",joy
"when i was accused of ""bitching"" about best friend",anger
a girl whom i hadn't seen for a period of time told me that she had been pregnant and had an abortion - i was the father,guilt
it was when i read a newspaper article on the future and they foresaw that we would be eating frog-burgers by the year 2000  an illustration showed a frog between two pieces of bread,disgust
"i partly colored my hair black my mother didn't like it and reproached me to be a ""subversive element"" later on she stated that this was due to my friends as i see it, this all resulted from colouring my hair",sadness
"i was in hospital, and then was visited by someone quite unexpected",joy
i was ashamed one day when we were found stealing and roasting maize cobs from agricultural experimental projects,shame
my teacher's death,sadness
a person whom i had not seen for a long time called me and invited me for a party,joy
passing my pharmacy exams which meant my tertiary education for pharmacy completed,joy
when a colleague failed to contact me at the arranged time,sadness
"i was escorting a relative on a bike, we passed by a dark road with bushas on each side  half way down this road, suddenly, we   saw a white dog appear from one side  before we could do anything, it had vanished and moreover it did not seem to hav",fear
i won a sport contest,joy
when you betray the trust you have been given this is connected with copying at a class-work at school,shame
when i passed the university entrance exam,joy
in a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that i had to leave it,shame
"one night, while i was sleeping, i woke up suddenly with the sensation that there was someone in my room",fear
"i know that a certain person feels very lonely, and that she always looks forward to seeing me however, often i am too busy to visit her, then i feel guilty",guilt
when i felt the smell of industries that pollute,disgust
i was sad when i saw that a beautiful girl was not attainable,sadness
once i woke up in the middle of the night and felt frightened as everyone else was sleeping and i could not even go to their room,fear
"in a very important basket-ball match where a lot was at stake, i played very badly",anger
"when i realised that i had become too emotionally involved with the person i'm going out with, and when i began to like someone else and questioned whether i really care about person i'm with",shame
i was on a trip to phillipines during summer and i was staying in a hotel  the room i was staying in was very silent and had very dim lights  the last night i felt frightened and lay awake - i could hear some sounds around me and dared not open my,fear
the day the real madrid team of basket ball qualified for the final at athens,joy
i felt joy when i passed my malawi school certificate of education,joy
"i felt guilty when i read an advertisement for a job as a chemist in the newspaper and when my friend asked me if i had applied for that job, i told him that i had not even seen the paper of that day",guilt
same as above - friends who torture animals,shame
i had a quarrell with my boyfriend and decided to finish with him and and my easter holidays,sadness
sometime back i came across a certain man who was badly beaten by some people because he was found raping the wife of the village headman,guilt
my partner left me after we had been together for a long time,sadness
i had lunch with my ex-boyfriend and did not mention it to my fiancee  i felt guilty despite the fact that i felt nothing for my ex-boyfriend,guilt
at the police centre a man between 40-50 was brought in  he was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers,disgust
"receiving a postcard form my sweetheart who was abroad on vacation, not being at all sure if he would write me or not",joy
watching china winning the asian olympic games,joy
when a close friend wilfully cheated me,disgust
when a friend didn't invite her own parents to her graduation ceremony,disgust
"when i passed the driving test already on the first try, although i felt more and more uncertain as the day came near",joy
whhen the front tyre of the car burst,fear
when i failed the twelveth standard exams i was ashamed at having to see my parents later,shame
saw a dead rat on the street,disgust
i was bitten by a dog,fear
i was camping with a friend of mine and we spent the night in the forest  i could not fall off to sleep and could clearly hear noises from outside (steps ?) approaching our tent,fear
i got a job right after school was over,joy
when i learnt that my best friend had failed the exams,disgust
some people were sitting outside and saying things which were not really true,anger
"when a study tour got confirmed, i was happy all the time till    the tour began",joy
when i was informed that a short story i had written had been accepted for publication,joy
when in an economic crisis i got an unexpected sum of money,joy
i couldn't be with a girl on whom i was very keen,sadness
"joy of giving birth, and of sharing that joy with my husband moments of complete happiness and feelings of so much love",joy
"my superior at the summer job swindled customers as much as he could, and once put me in a difficult situation after which i could not but detest him",disgust
i was insulted without a reason by a drunk man,disgust
not being able to help my friend to study english,guilt
one day i heard from a friend that the boy i loved had gone out with her and not with me,sadness
when i caused much pain and sorrow to my boyfriend by finishing our relationship,sadness
i felt glad when i took the rather difficult organic chemistry examination,joy
"when i had left my home, my father, under false pretences, got me in his car and drove home where we were all alone he was seethed with rage because i withrew from his authority he hit me, kicked me and threatened me",fear
"at an unjust, or to be more precise, at a bureaucratic treatment of one's personality",anger
when i won an unexpected sum of money,joy
"after seeing a horror film - omen  i could not sleep at night  even though i closed my eyes  the last scene of the film kept coming back to me, i seemed to hear the girls in the film shouting at the devil  the devil did not have any expression on",fear
"making bloopers: eg telling something negative about a certain person, while that person is standing besides you and hears everything",shame
death of brother,sadness
i was drinking coffee in a cafe and i found a piece of scrubber in my cup,disgust
"when i was very young and we moved as a family to auckland from wellington, this meant new school and friends (etc)",fear
when a friend of mine died in a hiking accident  i was not present there and only got the news later,sadness
when i went to meet the family of my boyfriend in a party in his house his mother was eager to know me and all his friends ready to make jokes about the situation,shame
"when i left all my friends at school (break up) knowing we would probably all go our separate ways, and none see one another for a long time",sadness
for the first time in my life telling someone i loved them,joy
when i damaged my wristwatch which i liked very much,anger
i had an important amount of money with me and felt fear of being assaulted,fear
"too many people in tv room, i was not able to get a seat to watch tv",anger
"i had high-heeled shoes one time, but a certain girl who saw the shoes told me that they were out of fashion and i looked as an old man when i was in those shoes",shame
when people next to me play the fool,shame
when i see pornographic films,disgust
leaving high school,sadness
when i had my children,joy
"i was taking place in an anti nuclear protest and was shouting protest loudly to some american sailors of the us texas submarine a guy came up to me and said that's your brother screaming at, i felt shame and i realized screaming at another per",shame
"i was disgusted when i was told to dress a big rotten stinky wound which, coming closer, made me feel like vomitting",disgust
guy i cared for went back to canada to live,sadness
when i went to a disco with a friend i started behaving badly embarrassing him without reason,shame
insulted by classmate in public,shame
the morning after a wild party,shame
"when i went for a picnic in lonavala, i felt full of joy",joy
my joy knew no bounds when i was selected for a job even before having finished my studies,joy
"an argument that grew out of an ordinary conversation with a person very close to me, when we should have been having a good time together",shame
a very close friend of mine died i read it in the newspaper i didn't know what to do and thought about it the whole day,sadness
receiving understanding from within self of a subject i had previously wished to understand better,joy
when my neighbour's life was threatened by someone who was trying to break into his house,fear
a friend asked to borrow my notes and i did not give them away (my notes too badly written),guilt
i bought a new bed for my apt and it squeaks when you move on it i tried to fix it but could not,anger
when an alcoholic stood dribbling over a food counter,disgust
when my younger sister visited me during the school holidays and told me that she would not go back to school because she was pregnant,disgust
an argument among friends in which my opinions on the way to spend spare time were disapproved,anger
when i was sick my husband bought me a piece of cake,joy
when i argue with my mother about the way she treats her two children differently,sadness
"i was annoyed this particular day as it seemad that the odds were not in my favour  my grandfather added fuel to the fire, when i  had an important appointment so i unleashed my anger on him",anger
"on discovering the red-tapism and the bureaucratic, corrupt, decadent, degenerated infrastucture of every public utility, office and service; and the rampant corruption at every single level of education and other institutions",anger
"i felt disgusted one day when, as we were eating, a child defecated on the table side",disgust
in an express bus i sat on a seat meant for senior citizens and invalids,shame
on rising no apparent reason,sadness
my friend often played a joke on me and sometimes i thought that he was a nonsensical person once when we went to a friend's house he walked in first and shut the door firmly behind him  i felt that he did not respect me and moreover i was his fri,anger
when i was in f4 i played a basket-ball match against another school's team  one of their team members kicked a team-mate of mine so i kicked him back and we had a fight with each other,anger
as i was taking venous blood from another patient i introduced air into the place of puncturing and there was a swelling which is dangerous to the patient hence i became afraid,fear
"the thought that i'll never sit at the school desk again, caused a deep grief at the end of my eleventh form",sadness
"when i was first exposed to the dead bodies, for dissecting        purposes at the school of medicine",fear
"when i recently managed to get my first consulting assignment ""myself"" ie on my own initiative",joy
when i was walking along a road alone on my way to go shopping,fear
i had an appointment with someone at a certain time the other person didn't appear,anger
i forgot to convey an important announcement,guilt
someone frightened me in the dark,fear
last night i did not do very well in one of the subjects  before the result was announced i feared that i would fail  finally i got a d and as the results of the other subjects were not all      good i felt a little sad,sadness
the fact that i was pregnant i was always considered level headed and did not have sex until 18 and out of high school,shame
when i as a child of 9 or 10 i was playing doctor with the neighbours boys their mother caught us,shame
i was all of the sudden sad when i heard that my cousin who usually paid school fees had passed away after a very short illness,sadness
my father got a slight heart attack after a telephone call of mine,guilt
when i got to know that my father had passed away,sadness
i felt fear some months ago of losing the person whom i loved when she said to me that she didn't love me,fear
a neighbour's girl had disappeared and many people were looking for her  someone had gone to notify the police  something had certainly happened to her,fear
i was playing a sport in an advanced pe class and many of the people were not advanced,disgust
i felt something close to that when i saw that there was a man on the terrace of the flat,fear
can't remember specific event - besides just being moderately happy until a year or so ago,joy
doing anatomy alone for the first time,fear
when my son returned from mountaineering - healthy in body and soul,joy
having unwanted attention paid to me in my place of work - harrassment (and sexual harrassment) by another worker - disgusted by his implications,disgust
"normally my father never tells vulgar jokes, we do not speak about sexual things, too but once he told such a vulgar joke, that i was really disgusted he did not tell me, but some of his friends, but i was present",disgust
"we had a day off from school instead of helping my mother with her job, i stayed in bed all day",guilt
"during the period of falling in love, each time that we met and especially when we had not met for a long time",joy
a friend asked for help and i was not able to help,guilt
this happened when it was finally confirmed that i had stood first in the university for the ma exams  a few days before the official results were declared a clerk had brought the results unofficially  so i had been expecting the results but the,joy
"when i was on holiday with my former boyfriend, he hit me and behaved in a very evil and ugly manner in front of the hotel personnel",shame
first time in anatomy,fear
"i was diving below the ice, in a cave, at a depth of 26 metres  visibility was almost zero and the oxygen level decreased threateningly  there were three of us divers on one safety rope",fear
against the will and without the approval of my parents i went for a few days to my boyfriend in germany,guilt
a few weeks back i received a christmas card from a friend in england  she had not written to me in a very long time but it     showed that she still remembered me,joy
when i forced a close friend of mine to ask a girl things about herself,guilt
the begining of my relations with my current girlfriend,joy
i was angry when i had not been granted a leave out pass during the last weekend,anger
"i was eating in a very nice restaurant, when the servant asked whether i liked the food i told him that i liked it but that there was one thing which wasn't so good the servant than worked very hard to make it good",shame
i felt angry at one time when i was chatting with friends and suddenly another friend joined us and started opposing any comment i added to our chatting,anger
i was crossing the street together with some colleagues of mine when i suddenly found myself almost under the wheels of a truck,fear
an out-patient asked me to read for him a certain prescription but i was unable to do so the patient was dissappointed and lost hope in me,shame
"unexpectedly i met some persons who i like very much spontaneously they invited me and integrated me within their group, although it was late in the evening",joy
i went to the shopping centre to buy something and saw packets of kapenta  with maggots in them oh !,disgust
when friends and colleagues talk bad about me,sadness
i feel fear when i only imagine i could lose confidence in my own abilities and powers a similar feeling i feel sometimes before an exam,fear
i arranged with a friend to go skating the next day he asked me to wake him up by telephone at twelve o'clock because we had come home late in the morning next day i called him - he was not at home as something like that had happened to me severa,sadness
when i first failed my standard 8 exams for the first attempt for form i selection,shame
hearing about developments of sience in the west a lot better than china,sadness
for not having succeded in getting the job as a translator that i wanted,sadness
when i failed two subjects last year,sadness
when i swindled money out of someone,shame
"during lunch with some classmates, a priest was also there  he was eating desperately as if someone was going to take his plate away  he did it with gluttony  he wiped his hands on his suit several times and it was full of crumbs",disgust
"when i saw a tv program on the north american military plan called ""the startwar""",fear
when i promised to help a friend over a weekend and did not keep the promise,shame
when i get home late my father scolds me and this makes me angry,anger
when an unknown person provoked me verbaly and physically,anger
"when i was selected for higher education, ie grade 7 to formi",joy
"i was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents",disgust
the time that i had to put my dog to sleep,guilt
"when a boy, who was drunk, insulted me in front of a crowd  i was stopped from punching him for it",anger
finding out about people can go mad for social reasons,fear
there was an earthquake for several minutes and i was on the eight floor,fear
i was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us  however another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road,fear
"when the person that i was very fond of, returned to me",joy
"the house was on fire, and i was saved by the dog i am afraid of the fire, verging on panic",fear
i felt it when i came home after the examination session and i said i had not passed my last exam,guilt
when my husband talked about the restrictions he will have to accept in his life to make our marriage work  i felt that it was directed at me as it was me who had demanded the changes  we were with a marriage counsellor then,guilt
i was riding with a friend in his car at a speed of 120 km/h on the snow-covered motorway i would have liked to get out,fear
finding my glasses again after having lost them in town,joy
"after a terrible quarrel with my family, i withdrew in my room i felt guilty because i had caused this scene by my aggressive behavior",guilt
on own reading book recall came to mind of slight sexual exploitation of a female (years ago) ie had her on even for sexual motives,shame
i stole 5c from my mother's purse for a choo-choo bar - i was 6,guilt
in neglecting some work that had to be done around the house and telling my roommate i would get it done,guilt
when the class leader read out the names of those chosen for the english lecture and i was not on the list,shame
"when i was 20 years old, i fell severely ill and was bed-ridden for 6 months  i felt very scared for my health and my studies",fear
when my performance (homework or other work) is better than others,joy
i was a bit frightened when it was found that there was something wrong with my liver however it turned out that it was not serious and i need not worry,fear
bus conductor insulted me for not buying a ticket (i forgot),anger
it was in march 1985 when one of my fellow students borrowed my wristwatch and after sometime he broke a glass of that watch i got angry when he was telling me but the anger didn't take long to fade,anger
i overturned in a canoe a few years back and i didn't know how to swim although i had a life-jacket on i still panicked,fear
i helped someone to do something and was found out,fear
when i received my syjc results which did not allow me to get   admission in engineering,sadness
i am disgusted with the fact that bad singers play at the opera (and not only there) only because they are protegts or lovers of an important felow while at the same time some young and able singers work in a quite different field of life,disgust
when people around me did not understand me the right way,disgust
when my mother found out that i smoke maryhuana,shame
when a friend of mine got drunk and started to blame and scorn my other friends and me,disgust
"when i was young i stole something from a shop and got caught, then i was taken to the police station and my parents had to come and get me",guilt
when i think about my parents getting old,sadness
saw some young people fighting for seats on a bus,anger
"mr c took my drawing pens, without having asked for my permission first, and lost them  he did not tell me about it till i asked him and then did not try to find them",anger
disgust with a subordinate,disgust
one of these people who sell meat in town used a knife to stab his friend and later carried on using the same knife to cut meat,disgust
when my mum learnt that i had beaten up someone in a fight,shame
getting back my psych 140 midterm,fear
when i hurt a person's feelings,guilt
when i received the results from my final examination - higher school certificate - and received a mark that was beyond my wildest expectations,joy
i discovered some pornographic literature in a workmates drawers the literature featured pictures of naked women defecating on one another,disgust
when a friend of mine told me that he was going to commit suicide,sadness
"i had to take care of the plants of a friend of mine for several weeks i watered them, but let them stand in a cold room so that two of them perished",guilt
when my grandmother died,sadness
hear a very nice joke made by a friend,joy
after my girlfriend had taken her exam we went to her parent's place,joy
i had fear when i was left alone at the bus depot at night i had problems of how to move to this place,fear
"my mother suffers from a mental illness  one night she was not feeling well and was sent to the hospital  i was scared that she would die, and all night i was very sad and did not dare to close my eyes",sadness
no really strong such emotion just falling off to sleep when i caught sight of a 5 cm diameter spider crawling onto the pillow beside me,fear
i spoke with a friend on the phone who i haven't seen in many years it was a joyful event to talk to him,joy
"when i stayed in the house of friends, i washed my face and wanted to dry it with a towel this towel seemed to have been used over a long time already it smelled indefinably awful",disgust
when a man spoke very sexistly in the company of some friends of mine,disgust
one day i was walking with my boyfriend we met my ex-boyfriend and out of jealousy he started calling me names,disgust
when i heard the examination results and when i recovered after having been sick for a week,joy
waiting for a taxi - when within 1/2 an hour two separate people challenged me to fight for no apparent reason except they were drunk,fear
as a kid my mother caught me stealing sugar and giving it to a neighbour,shame
i was dancing malipenga (traditional dance) i exaggerated the steps i was supposed to make in the negative way this happened in front of spectators it was bad for our boma (group) because i was on the front line where ability is displayed and it,disgust
"when others let me down, fail to keep agreements",anger
"it was the time i went home for my holidays only to find that my sister had passed away  the news had been hidden from me, so that i could take my exams",sadness
"i was very sad when i could not take the ma (i) exams due to illness, and a relative of mine disheartened me about it",sadness
meeting with two of my friends i had not seen for 15 years they were special people to me,joy
i was selected to do a rest for a foreign ballet but i did not have the money to do it,sadness
