text,emotion
i used to pinch change from my father's mantlepiece (never my mother - she didn't get enough housekeeping) and then i'd feel when we went to church as a family i'd felt awkward cos i felt i'm expected to go to communion and i would but i was afraid,guilt
being rude to someone i do not like,guilt
when i don't fulfill my obligations,guilt
my father got a slight heart attack after a telephone call of mine,guilt
"when i was baby-sitting at my cousin's place, i tried to have a pleasant time and did not really take care of the child  i do not care very much about children",guilt
"i had been guilty of gossiping and blaming others, and one of my superiors at the workplace made a formal reprimand",guilt
in a fit of temper i told things that were unjust and they greatly hurt my mother though she didn't show it,guilt
"my roommate got married and invited me to share a flat with them but with a young couple there should not be a third person i am to blame for not following the advise of the others, but it is not late still",guilt
not handing in homework in time,guilt
"one night during dinner my nephew was naughty, so i quarrelled with my  parents   i regreted this as my nephew was only two years old and i  had to tolerate him !  the quarrel made my father think that his children  may not take care of him in the",guilt
my son drank four pills of diazepam every two hours instead of amidophen,guilt
when i was caught stealing mangoes in a certain compound,guilt
passing by a good friend's home without coming in to visit him,guilt
"my mother misunderstood me and prevented me from doing something  in return i did not talk to her for a few days, only later on i realized that what she had done had been for my good",guilt
"one of my friends came to know through some other friends that i   had applied for some course in an institute  he asked me ""why did not you tell me, i would also have applied""  at that i felt guilty",guilt
i escaped from communicating with god for a long time  i did not read the scriptures and i did not pray  i felt that i was getting further and further away from god  i felt guilty as this was because of my laziness,guilt
when i had to go to reconciliation before converting to catholicism but then once received - ok,guilt
i forgot about a close relatives's birthday,guilt
"the same event described under ""shame""",guilt
not helping parents enough at home and at the farm - this has happened many times,guilt
during 7th grade our class mobbed a famale teacher so badly that she had a breackdown and was hospitalized,guilt
this i experienced when going around with more than one girl,guilt
"when i provoked a fight with my mother, hurting her feelings very much",guilt
i stopped my car in front of a pedestrian crossing as a child was crossing the street  the car driving in the next lane did not stop and the child got hurt  had i not stopped,guilt
"when i realized that i was not working hard enough and was not being useful as an individual to the society or the family, guilt at spending money on uncalled for activities - in short wasting my life",guilt
getting a friend an open container ticket because i got caught speeding,guilt
when i had to lie about my age to be accepted as a member of a group,guilt
the only guilt i considered reasonable was my reproval at the end of the semester at the university,guilt
being aggressive against members of my family,guilt
i lied to my mother in the sixth form she said she would ring to find out and i had to tell her i had lied,guilt
"the greatest guilt i felt and i didn't know if it was really justified is that when i was a child i had a brother very close to me he  became ill, and asked me to see  him in the hospital i didn't go, when his situation became worse in the uit",guilt
not finishing homework in time,guilt
"when i ""passed out"" a female friend of mine for no apparent reason  i was under the influence of drugs and when i am like that i get mad at anyone, however small the provocation",guilt
when i accepted a lunch invitation from a past male friend,guilt
"when my mother returned from a holiday, i told her a lie ie my father had brought another woman home while she was away",guilt
i angered a close friend and he was injured,guilt
selling the appartment after my divorce,guilt
it happens sometimes in connection with certain persons with whom i have frequent relationships but nothing special,guilt
when i made an excuse to get out of participating in an important family occasion that i should not have missed,guilt
"i had not written to, or called my grandmother, who was lonely, for a long time  my mother asked me to call her on her behalf and when i did so, my grandmother was delighted and she told me that she had been waiting for some news from us",guilt
when i did not give back a text book to a friend in time,guilt
"one day my mother forced me to eat more and i refused, the next day she served me more rice and mutton pieces than usual  when i saw this i got very angry and scolded her, and refused to eat  later i felt guilty and asked her to excuse me",guilt
"i am the secretary of an association, and during the last meeting i forgot to take the minutes",guilt
having told a certain lie,guilt
"the same as in ""shame""",guilt
this feeling comes frequently when i go out at night and tell my mother that i shall come back early but then i get home a 5 or 6 am,guilt
"this feeling of guilt really applies to moral/religious views i (being catholic) went against what i was brought up to believe in and had a sexual relationship with my boyfriend many months later, when i was doing some deeper self analysis i began",guilt
i dreamed that this girl and i were cuddling in bed when my girlfriend walked in i really love my girlfriend so i felt guilty and sad i know that this is a wierd example but the dream and the feeling was clear to me as if it had really happened,guilt
made a mistake at work,guilt
my mother wrote me and said that i would not writ enough letters home,guilt
i did not attend a social studies observation class for 1 whole week (i am a student trainee teacher) anyway the other teachers thought this was okay because the teacher i was supposed to observe was not well liked the teacher was in fact really n,guilt
when i realized that i had three more examinations to take,guilt
slept with someone close to my girlfriend and myself,guilt
lately i've felt guilty because i'm folling behind in my classes and not studying much,guilt
"one evening i went out with some friends of mine, although i was supposed to stay at home with my little sister who is 11",guilt
i had promised to send something to a friend and it completely slipped my mind  i felt guilty for having forgotten,guilt
"the negative feelings towards me displayed by my ""parents-in-law""",guilt
making a sexual pass at my cousin with whom i have a very close personal relationship,guilt
i told someone that i still had a relationship with a boy although it was finished already 3 months before that person seriously discussed several things relating that issue then i felt very miserable because i had told lies,guilt
yelled at my parents for not buying me a car like other parents,guilt
gave the wrong meal tickets to other people (my classmate),guilt
i felt guilty when i was robbed of a friend's radio at lilongwe bus depot after promising that i would keep it safe,guilt
"when i am dishonest to a friend to whom i am very close  i feel guilty because i know that he gives a different version of the truth and i have not corrected these mistakes, and he is aware that i know that they are wrong",guilt
not keeping a promise of delivering materials of great importance to the receiver,guilt
when i lied at home   i told them that i was going to a christian meeting and i went to see my boyfriend instead,guilt
"one day my boyfriend put my hand on his penis and i felt well, but after i felt a guilty conscience because i hadn't thought about the consequences that this could have brought if i had gone farther",guilt
when i deliberately engineered a situation to cause tension between friends so as to bolster the impression one of them had of me !,guilt
"while doing some calculation exercises, i neglected a part of it, though i had marked it as done  by chance, i was asked to demonstrate this very part on the blackboard",guilt
going out with another girl besides my girlfriend and not telling her,guilt
a few days back a friend of mine had asked me to call on him on sunday  i had accepted it but later did not go for no specific   reason  i just slept in my room  the next day this friend called  me up and told me that he had been expecting me the,guilt
not noticing my roommates quietness or a sign of discomfort,guilt
"when my little brother asked me to play with him, i told him that i had no time and that i would play with him the next day however, the next day i said the same thing",guilt
a great friend of mine travelled with the intention to change his life he didn't succeed and returned depressed i had not power to support his frustration and his behavioral change,guilt
when i masturbated in my room,guilt
i crashed my father's car,guilt
"at times i have been attracted to conducts which are socially degraded due to their ill consequences, and then i feel guilty",guilt
"when i betrayed my lover, she told me something in confidence, i felt at the time i had to relay the information back to the person concerned, as i felt the situation volitile, did this without telling my lover, she felt like piggy in the middle, as",guilt
"my daughter was a baby and was crying to be taken on my lap i felt very nervous and moved her away and went out as soon as the feeling of nervousness passed i was taken by an enormous feeling of guilt, for having rejected my daughter",guilt
i was talking to my mom on the phone and she told me that she had just gotten an award that day in front of all these people and she asked me if i wanted her to send me the article in the temple newsletter to me i said no very quickly and felt guil,guilt
i was not able to help my sister to understand that her husband is a bad man before she was married to him,guilt
"had started a relationship and did nothing to keep it up, partly the use of another person",guilt
"i felt that i contributed to a possible rift in the relationship between a boy and girl soon to be married, in my flat after i moved in after stating my celibacy to him which she overheard and didn't previously know about i suspect",guilt
i always feel guilty when i see my mother sad or fed up with life i really dont know the reason,guilt
when i arrived home late at night  i know that my mother gets worried and this made me feel angry,guilt
when i fought with my sister and said that she had provoked this she was very seriously scolded,guilt
criticizing my mother when she refused to drive with the radio on i told her that i thought she wasn't intelligent enough to cope with the radio,guilt
"some boys told me your nickname is ""little girl doctor"", i did not tell them off and laughed with them",guilt
while intoxicated i damaged my sister's car in a minor way and someone elses in a minor way,guilt
"when i gave in to what my wife wanted and locked the cat out, it was killed by the dogs",guilt
"my sister forgot to bring presents for my birthday, i was rude to her",guilt
"i often feel guilty, and it has to do with other people, eg if i haven't visited my older relatives for a while",guilt
when i was caught with my girlfriend in the house at night,guilt
"i reproached my mother's cooking and criticised her personality, and she felt hurt and depressed",guilt
did not get up early enough to watch my class football team playing against another team,guilt
when once my mother asked me to do some work for her at home because she was busy and moreover this work was to be done by a man but it remained undone,guilt
when an event took place in another's life and which i thought i could have avoided,guilt
"a friend was going to come stay the weekend with me, but something came up and i cancelled out on him",guilt
i had promised to call a girl but i did not do it,guilt
a friend asked to borrow my notes and i did not give them away (my notes too badly written),guilt
i felt guilty when i failed to take an exam though i had had enough time to read for it but i hadn't made use of it,guilt
"i felt guilty because of the pain i caused to a very close friend but over the feeling of guilt, my conviction of being right dominated",guilt
i was pregnant and thought that by not having the baby i would hurt the father like he did me regardless of the life we had created,guilt
"when they found out that i was absent from school, i had gone to the girl's secondary school",guilt
"at my job, i got disproportionately angry with a child  my reaction was not as it should have been",guilt
when i spanked a child in anger and later regretted it terribly,guilt
"i felt guilty when i had taken the car keys and i had an accident but as my parents did not know who was to blame, they punished my brother because i had no driving licence and they thought it impossible that had driven the car",guilt
i had found out that i was pregnant i talked it over with my boyfriend and he was unsupportive - yet encouraged an abortion - i did,guilt
i promised to fulfill an errand later i understood it was impracticable the explanation i gave was accompanied by a sense of guilt,guilt
did not return the library book on time,guilt
last year i put off an exam for the autumn session without knowing if there was a supplementary examination session when i came home with my exam unpassed i felt guilty before my parents when i remembered how much they had done for me,guilt
i added a little   ?   to a yield in an experiment to get more of a yield,guilt
"some boys talking about nicknames of the lecturers, and i was too afraid of them to stop them",guilt
eating the last remains of dinner that someone else (unknown to me) had claimed,guilt
"i was involved in a  attempt on a man i had developed a close warming relationship with although i knew i had done everything i could and that his progress of a ""normal"" life was poor i felt guilty as if i could have done more",guilt
"i had asked the salvation army to take away a piece of furniture of mine, but i forgot to cancel the agreement (a friend of mine took it) and i thereby caused the salvation army people some unnecessary work",guilt
"the sense of guilt came over me too, when i interrupted my studies why ? because i felt guilty before my parents ! they believed in me though this event did not make them disbelieve me",guilt
"i couldn't fulfill a request of a girlfriend of mine, though i categorically promised her and i believed there wouldn't be any hindrance it was partly for objective reasons but also because i couldn't organize myself",guilt
not being a good host for a friend from a far away place,guilt
i speak harshly to my parents though they only mean my own good,guilt
i had thrown with the ashtray a still lighted cigarette in the plastic wastepaper basket it had burnt out and my landlords made me a row that i might had set their flat on fire,guilt
"i did badly in one of the vital exams, despite getting proper guidance from my parents  i felt guilty of improper use of the chances provided to me",guilt
i remember about an unpleasant event in relation to my mother i felt guilty before her,guilt
i had quarelled with a friend of mine and i later realized that it was also my fault,guilt
i couldn't fulfill a promise,guilt
could not buy a reference book because i got up too late to cue,guilt
i didn't visit a very close friend at the hospital and some days later he died,guilt
"car accident, hurt three of my closest family",guilt
when i reproached my friend because i was myself low-spirited and disappointed,guilt
when my library books were overdue and i did not have the money to pay for them,guilt
a sense of guilt before my parents when i had to discountinue my studies in the first year because of unpassed exams,guilt
"i felt guilty when i spent a night at my boyfriend's place, particularly because i had been harsh and spiteful when i had left home  the reason was that i feared a possible discussion on the subject and i wanted to leave defiantly",guilt
"when i blamed my niece for misplacing my book, she denied having touched or seen it but i carried on insisting that it was her",guilt
being disloyal with persons i loved,guilt
when i didn't study for tests in high school in particular  remember a physics test i didn't study because my friends talked me out of it and we did something else boring i felt so helpless just being there - then guilt set in because i was very,guilt
made a misjudgement in a football match,guilt
when i had lied to a friend/son about some things we had discussed and i had to be one better,guilt
"one day my mother went to visit her friends  when she came back she scolded me for not having kept the house in order, so i decided not to talk to her",guilt
we had had a party the night before and we still had some liquors left the morning after i went to the kitchen pretending to prepare some tea and was caught by my fiancee pouring some rum down my throat,guilt
"when i decided to move away from my parent's home, my mother told me that it was as if a part of her had been torn out of her",guilt
"on reberbahn, i was in a ""restaurant"" where drinks were overpriced  i did not ask for the prices beforehand, and when the bill came i could not pay the bill",guilt
i felt guilty at being part of the successful people felt guilty at being a student when other people were not guilt about being a potential success in various areas of society (so stupid this emotion),guilt
when i acted in a negative way at a certain moment by laziness to concede a moment of the time i thought to be my own,guilt
"at a party, i started talking to a guy i had seen in one of my classes my boyfriend felt awkward and left to talk to a friend but kept on looking at me as i talked",guilt
once i quarrelled with my sister and after this i deliberately messed up her belongings,guilt
"i read about the national and social spirit and self-discipline of the people of developed coutries like usa, england, france, germany etc  comparing this to the indian people i felt guilty as they have no national spirit or self-discipline",guilt
when i caused needless anxiety to a person close to me because of my lack of self-insight,guilt
"not attending school, when  am not sick - but in need of mental rest staff on your return query your ""sickness"" - it is easier in nz to be sick, rather than confide other personal reasons etc",guilt
late for a lecture and therefore missed it,guilt
my friend had trouble and i was not able to help him,guilt
once i promised to do something but i didn't do it,guilt
not getting the class paper in time for the lecture,guilt
"i was supposed to have done some things for my mother, but just plain didn't get around to it",guilt
i feel always guilty before my parents when i come home and have to tell them i have failed an exam,guilt
when i shot a bird in the head with a shotgun,guilt
a sense of guilt i felt once when i couldn't defend the confidence my teacher had in me and thus discrediting him at a concert,guilt
"i am going steady with a boy, but i had sexual intercourse with another one, and i felt guilty about it afterwards",guilt
unable to help my mother to cook,guilt
something very unpleasant happened when i was a soldier and i was directly involved in it,guilt
guilt at often being unable to visit a close relative in hospital after her death i felt very guilty and wished i had done more,guilt
"a close friend of mine was leaving for graduate school out of state i had arranged to gather some people together the day before he left to be with him and have a good time, but i didn't pay as much attention to him as i should have",guilt
when i was responsible for getting my friend run-out in a vital cricket match,guilt
when i spoke ill of a fellow worker in the absence of this person,guilt
i remember when i was a little boy i broke a swiss dinner set quite involuntarily,guilt
"for the sheer pleasure of it, i quarelled with my boyfriend who was trying  to be especially kind to me",guilt
not finishing homework in time,guilt
when at times unconscienciously i speak to my mother in a high tome but after that i am sorry and i feel guilty,guilt
when i misled a person: i said that i would do her a favour and didn't,guilt
"i went to go get a bike innertube fixed i fixed it and i was supposed to pay previously but i didn't i said i would after i fixed the tire after fixing the tire, the salesperson who helped me was gone so i walked out of the store without paying",guilt
at my summer job a new caretaker had been employed who was my age  but i preferred going out for lunch with the accounts personnel rather than with him,guilt
i was coming back home with my mother when the purse i was carrying got stolen  it was done so swifty that i did not realize what had happened till much later  a lot of money and the keys of the house were lost  i was guilt ridden at my careles,guilt
when i hurt my sisters for no reason at all,guilt
"one night,when i was in primary 5 or 6, i felt thirsty so i fetched the thermos to pour a cup of water for myself  then i saw my brother lowering his head and i, jokingly, poured the       water on his head",guilt
when i realized that i avoided two good friends with whom i always shared toys and sorrows i made up idle stories to avoid telling them what happened to me,guilt
"i promised my mother to come home on her birthday, but at last i was prevented nevertheless it would have been possible to go but i did not",guilt
i was not sure whether i should help an old woman going down a flight of stairs i just watched her and saw how difficult it was for her to do it,guilt
"it was about midnight and i wanted to go to the countryside (i was in town) to watch the stars in the sky  my mother did not like this, in spite of it i went out for a while  my mother got angry",guilt
"after having been told not to take the car, i took it anyway and felt guilty about having taken it",guilt
by mistake i took a book from the library which was not supposed to be loaned out,guilt
i felt guilty after stealing a cookery book from my colleagues,guilt
in the past i used to think that my mother was a very nagging person  when i started living at the hostel we had little time to meet each other  whenever i went home she would take care of me  i gradually realized that what she had done was for m,guilt
"when as a 7 year old, i stole money from my mother",guilt
"i call my mother at least once a week however last week i completely forgot this morning she called me, she thought i felt ill",guilt
"when i was young, i stole some money from my mother's purse it wasn't very much, but i can remember when she found it gone i felt very guilty",guilt
when i scored the third goal to my own side at a football match against william murray secondary school and we were badly defeated,guilt
when i was scolded by my dad for bad behaviour,guilt
"i didn't tell my parents exacly what had made me so late in getting home one night i left out some details and somehow, i felt i had lied to them",guilt
i had stopped talking to a very close friend of mine  a week later he came over to try and make friends with me  again and from the way he talked i felt that he was a very mean preson,guilt
when i was in the puberty i smashed the favourite toy of my little brother because of a fit of rage,guilt
"when my mother found me in her bedroom ""stealing"" sugar in her bedroom  according to our customs there comes a stage when a child stops using the parents bedroom and i was well past that age",guilt
our headmaster came to our hostel the lights were off but there was a lot of noise we shouted at him when he knocked at our door we later saw that it was the headmaster,guilt
"when i ""hated"" one of mmy flatmates who was nice to me",guilt
i felt guilty when i lost k43 for my friend when he was arrested,guilt
yesterday my boyfriend and i wanted to play billiards however there were boys playing (5 times) my boyfriend then is fed up and chagrined in such case i think it is my fault,guilt
when i did something wrong in the past and denied having done it when asked about it later,guilt
i forgot to water the flowers in our flat and was rebuked by my friends who share the flat with me,guilt
i prayed unfaithfully,guilt
"a very, very close friend of mine used to come to my room to      see me and i naver bothered to pay him a visit  one day he asked me the reason behind this and i gave him a shirt",guilt
i quarreled with my boy-friend he said it was unfair that i always started crying so that he had to give in,guilt
i made an appointment to pick up someone however i arrived too late and she had to wait a quarter of an hour,guilt
when i was forced to decline the invitation to my mother's 70th birthday because of my work committments in another area,guilt
once i had some homework to do and i did not do it,guilt
"i know that a certain person feels very lonely, and that she always looks forward to seeing me however, often i am too busy to visit her, then i feel guilty",guilt
i was 4-5 years old when i hid the bicycle keys of a not very good friend  after a few hours i pretended that i had found it,guilt
"a certain friend evokes positive feelings, when i am with him but negative feelings when he is not present i feel the need to express those negative feelings however, when i speak about him, i always think: why do i like this, he does not deserve",guilt
talking about someone behind their back,guilt
not thanking relatives for a favor done,guilt
when i had beaten my auntie,guilt
"i had promised to say goodbye to a person who was going on a trip, and i did not turn up",guilt
"a friend of mine got encouragement and i did not, as the supervisor did not like me",guilt
"i had been together with my boy-friend for two and a half years, when he got to know another girl and not even tried to conceal that from me i drew my conclusions and left him - i also felt a bit guilty for what had happened",guilt
dad had just married his second wife (my step-mother) and i did not like her so i went to the wardrobe and set fire to her dresses  eveyone suspected my brother and he had to bear the consequences  nobody ever got to know that it was me who had á,guilt
"after having told an authority figure a very large lie i was told she believed me, because she believed i had never lied to her",guilt
i broke a glass of glycerine at the zcbc store in ndola,guilt
one day i took a packet of sweets from a certain grocery at nathenje then later on i started to feel guilty and realised that i had done a wrong thing to him,guilt
there was a time when i did not get on well with my sister i always grumbled at her and said bad things about her to my mother so my mother always scolded her,guilt
not to have studied enough when exams were near,guilt
"i was cold to my sister without meaning it, just because i was upset and frustated",guilt
"when i was in p3 i was always punished as i would forget to do my homework  the first time that i was punished and not allowed to leave school, i slipped out of school",guilt
"i was walking quite quickly and unthinking through a children's playground, when a toddler ran in front of me i knocked him over and he hit his head quite hard and began crying",guilt
"i once torn the inner tube of a bike, that was not mine then i saw it was a brand new one i felt very guilty then",guilt
"a certain colleague of mine sent me to buy a bag of flour for him, he gave me k20 unfortunately i lost it",guilt
"i was going around with a girl without loving her  not only did i go around with her, but we did many more things  in the end i was not very sincere to her",guilt
when i had promised to do some washing for my mother and i did not do it  she did it herself despite her being ill  i felt very guilty,guilt
i had fixed a meeting with my classmates and i missed it as i was tired  besides everyone at the meeting was a stranger to me and i did not want to make friends with them  whatever the reasons - i  felt guilty,guilt
to force someone to do something that suits me,guilt
i spoke to my mother on the phone  she had skin cancer and was waiting to be operated  i forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing,guilt
"i had known the girl for a few months when i proposed to her and this put an end to our friendship, as from then on we started withdrawing from each other  i liked her very much",guilt
guilt after fighting with my sister (for) telling her how bad she was,guilt
"once after falling in love, i imagined that particular girl to be perfect and completely overshadowing my girlfriend afterwards i realized that this image was not objective i felt guilty against both girls",guilt
i felt guilty one day when i stole a slice of bread in a cafeteria,guilt
"an item which belonged to a friend of mine was missing  i had taken it earlier and i thought that i had returnrd it so when he asked me for it i stubbornly refused having it  later when i looked for it, i found it in my room",guilt
an accident happened to my little cousin because i had not taken enough care of her she fell on the floor and her hands were hurt,guilt
one day while we were strolling along the road one of my friends suggested that we go and watch a blue film  i was curious so i went along but i felt quite guilty later,guilt
many years ago a friend wanted me to with her to southern europe and i preferred to travel alone  i felt guilty because i wanted to go on my own,guilt
borrowed someone else's towel without asking,guilt
after i reluctantly refused to dine with a certain man on the same table,guilt
i cheated my boyfriend,guilt
i get irritated with my son when he screams or is sick all over his clean clothes,guilt
it was when i discovered that the girl who i had proposed was a friend's girlfriend,guilt
"during a holiday in east-germany i got aquainted with a boy who lived there we started writing, but i only wrote once i felt ashamed because i probably was one of his sparse contacts with western europe",guilt
i stole a coconut cake from a reception table and when i put in my mouth i realized that the host was watching me,guilt
"i had to undergo an operation in summer and so my family had to stay at home during the holidays  i felt guilty, above all because of my brothers",guilt
when i used to tell mum i was going somewhere else than where i was (going),guilt
we were at secondary school and i was making a lot of noise  the teacher came to ask us as to who was making all the noise  i did not own up so the  whole class was punished,guilt
"after an exam i was in a very bad mood as i had done it very       badly  at home, my mother took so long to ask me how things had  gone that i lost my temper  i overreacted and made my mother cry she still prepared lunch for me and did not scold",guilt
"i remember deceiving my brother, i told him that i was going to attend the sunday service, instead i went out to the town with a friend",guilt
"once in my homes yard, i was plaing football with my cousin and in a certain quick the ball went on uncontrolled putting down a bird-cage, killing it",guilt
when i failed an exam i thought i could pass easily,guilt
when i cancelled an appointment with an idle story afterwards it appeared that the person had looked forward to it and reserved time for it,guilt
"when i was driving my car, i wanted to pick something from the floor of the car and drove into the guide-rail i thought that i should not have done that and felt guilty",guilt
"one day, i was alone on duty when a patient choked while eating  i ran to her and tried to make her breath, but it was too late",guilt
sometime back i came across a certain man who was badly beaten by some people because he was found raping the wife of the village headman,guilt
i knew i had to take an exam very soon but yet i couldn't start studying i also knew it was very imprtant to succeed the exam this time,guilt
when i was rude to my mother and got angry with her,guilt
"a certain woman had asked me to make something for her and i kept putting it off  when i finally made it, i did not see her for days only to be told one day that she had collapsed and died  i felt quite guilty as she had jokingly said that i might",guilt
i send a word to my boss through my servant telling him that i would not report for work as i was not feeling well and that the   doctor had refused to give me sick leave  my intention was actually to go out of lusaka for a week-end  i left the sa,guilt
"the first time that i ""played with myself"" despite being a christian  i had read in the bible that it was wrong to make love to someone one is not married to",guilt
"i slapped my sister's daughter and after several hours, she had a high temperature and she ended up being admitted in hospital",guilt
when i have to take exams i am very excited and have not much time for the housekeeping then my friend has to do everything,guilt
"a child was admitted in hospital with meningitis i was asked to do lumber puncture to obtain celebral spinal fluid for diagnostic purposes since the condition was already bad, the child died as soon as i finished the procedure",guilt
i had lunch with my ex-boyfriend and did not mention it to my fiancee  i felt guilty despite the fact that i felt nothing for my ex-boyfriend,guilt
when i splashed a child by not slowing down while driving through a puddle of water,guilt
i failed to keep a promise and this had a serious effet on someone's problem,guilt
my younger sister wanted to take classes to learn a musical instrument  one saturday morning my mother asked me to go with        her for the registration  i did not want to go  so i said that there might be many bad people at the club  as a resu,guilt
a few weeks ago i thought about an exam i had to take soon i remembered this just before i had to go to sleep i felt guilt because at the beginning of the year i planned to succeed,guilt
"i threw away an object, which belonged to a friend, because i did not know what to do with it my friend was very sad about that and i felt guilty",guilt
eating too much i felt guilty afterwards because i knew i shouldn't have overeaten as i'm putting on too much weight,guilt
"when i was fighting with my elder brother i unintentionally hurt   him in the eye with a wooden bar  i felt guilty and feared that he would be blind, fortunately he recovered after 15 days",guilt
i felt guilt to have come back from home without seeing my father when i went home he was at work,guilt
when i had broken a piece of glass of the refrigerator by putting a hot pan in it,guilt
i felt guilty when i was given a prize which belonged to someone else,guilt
it was on january 1st 1985 when i accidentally broke a fanta bottle in a certain bottle store in zomba,guilt
when my friends and i were caught with our girlfriends outside the school grounds when i was at the secondary school  we were caught by the headmaster,guilt
i was trying to have sex with my best friend's girl but she did not agree to it,guilt
not doing something i had promised,guilt
"one night, i went out with some friends for dinner and i did not tell my parents that i would come back late  i thought of phoning but in the end i did not  when i arrived home, my parents were very worried",guilt
after the death of a girl who i disliked,guilt
family discord and uneasiness due to something i did not communicate on time,guilt
"on a telephone talk where i was agressive and stupid without the least, reason or better motive",guilt
while playing basketball i broke a team member's spectacles  his face was injured by the  pieces of glass  it was not serious but i felt guilty and blamed myself for being too careless and vigorous in my game,guilt
when i feigned sick leave from work,guilt
i can not remember anything in particular  what i can remember is feelings of having done or said something which then had negative consequences,guilt
i felt guilty about going out when i should have been studying for a presentation i had to give on wednesday the next week,guilt
when i think that i do not study enough  after the weekend i think that i should have been able to have accomplished something during that time,guilt
at work a boy was injured because of my lack of supervision,guilt
ignoring my parents'wishes,guilt
when i was fined for speeding,guilt
i made my boyfriend so unhappy and depressed that i feel guilty,guilt
when my friend was punished for something that i had done,guilt
"i became very angry with my friend because he didn't do shopping, while we agreed on him doing this my being angry was proved to be without reason and i felt guilty about it",guilt
when i was reproved eighth grade of high school,guilt
this situation happened when my friend me with a knife which i stole from him,guilt
"when i used an adjective for a person without knowing what it meant   when i got to know the meaning, i felt guilty as it was a clear and unfair insult",guilt
"a very close friend of mine invited me to spend the holidays with him  he was very kind, good and understanding  however it turned out that he had two of his cousins at his place  he, however gave me everything i needed - even transport money",guilt
i was sitting in a restaurant with friends and i knew that in the meantime my girl-friend must have come to my flat and found the door closed,guilt
"when having a relationship, i made love with another girl",guilt
"i felt guilty when i skipped a two hour practical class i knew i would miss out on more information which i did not know, but i couldn't cope with going",guilt
when my middle child became very difficult to handle after the birth of his baby brother and i did not have any patience with him,guilt
"i made a remark to my sister concerning her attitude to men, the way she talked and i compared her to an acquaintance of mine  later, the same evening, my sister looked sad  i felt guilty about her sadness",guilt
"as i was not paying attention, my little brother fell off the table",guilt
"i was drunk one night and i insulted three ladies  the following morning they approached me and asked me the reason behind my bahaviour, i apologized for my unruly behaviour",guilt
leaving home when my mother thought i had no reason to go and felt that i was rejecting her she is a constantly depressed person (a bit of a worry-wort) and i felt guilty about having given her this additonal problem,guilt
when i triffled with other people,guilt
"when we were playing, i hurt my little sister, but towards my mother i did not admit that it was my fault",guilt
when i demand too much from my friends,guilt
i blew up at someone for being confused and because of his irresponsibility and afterwards i felt guilty and that i had no right,guilt
the time i was at secondary school during the holiday i appeared to my father while heavily drunk and i talked nonsense like in some sort of carefree,guilt
after masturbation,guilt
"when i was 5, a few of my friends and i would light matches for fun one of my friends confessed to her parents and my parents, i guess, knew or suspected i was involved but i said i knew nothing about it",guilt
saw a blue film in a cinema,guilt
"after being told that an ex-boyfriend had been hurt by my wearing something he had given me when i was with another guy i was unaware of my actions really, as i had not considered the fact that he had given it to me, and might see me i still respe",guilt
when i promised to visit my boyfriend and i didn't fulfil the promise,guilt
when one of my lovers told me that i was a flirt,guilt
when one of my parents insinuates something about the other (they are divorced),guilt
i felt guilty after hearing that my girlfriend with whom i had spent most of my time was pregnant,guilt
"i was with a girl one night and then did not call her again, although she had asked me to do so",guilt
when my husband talked about the restrictions he will have to accept in his life to make our marriage work  i felt that it was directed at me as it was me who had demanded the changes  we were with a marriage counsellor then,guilt
when i broke up my relationship with my former girlfriend as she would ask me irrelevant quetions about my past,guilt
i had spent the weekend visiting relatives and friends and didn't study for anatomy class on monday,guilt
i took french leave to do my homework,guilt
"during an argument with my brother, i behaved rather intransigently, even cruelly, wishing to morally hurt the ""person"" opposed to me",guilt
"my uncle had promised to buy me a bicycle as time went by and i had not received it yet, i asked my father to buy it for me later i heard that my uncle had wanted to offer me the bicycle on my birthday two weeks later",guilt
one day i was chatting with children at home then i took a lump of soap and gave to one of them pretending that it was a sweet i thought the child would realise that it was not unfortunately he did not and he put it in his mouth,guilt
"when i was very young, one day, i kicked my grandmother and caused her an injury which took a long time to heal",guilt
i arrived an hour late for an important meeting ( i had misunderstood the time),guilt
i was entrusted with an object and while using it i handled it carelessly and it broke,guilt
i told my elder brother that he was irresponsible and that i did not care for what he did because he was teasing me,guilt
i felt guilty one day when i was accused of running away from classes and i was caught,guilt
"i was on a concert-tour and therefor seperated from my boy-friend but i needed warmth which was given by a male member of the orchestra my feelings towards him were not very deep, but his feelings were i felt guilty when he said ""i am not a rad",guilt
"when i was with a girl who seemed to love me, while i was with her just to go to bed with her",guilt
"when i came very late one night (or morning !) and my parents were waiting, not so much angrgy as disappointed",guilt
"when i saw a program on ethiopia on tv, a fews hours earlier i had thrown away some clothes and food",guilt
i stole 5c from my mother's purse for a choo-choo bar - i was 6,guilt
guilt - because i had not written to my sister for months before she died,guilt
"i took some money from my parent's house without asking them for it, and i was caught red handed",guilt
"i called my little sister to make her pick up her toy from the floor when she still refused after i had asked her for the fourth time, we began to quarrel at last the whole family was involved in this quarrel and trouble was brewing",guilt
when my parents quarelled over something i had done and which was wrong,guilt
"as the only person in my family into academics, i ought to have looked after my younger (and only) sister better, with respect to her education and life experiences",guilt
"i cannot recall feeling guilty in the near past
remark - subject may not have taken the exercise very seriously",guilt
i was looking after a child and she fell down because i was not paying her much attention  one side of her face got bruised,guilt
